Role,Index,Pose Index,Structure,Protein,MW(Molecular Weight) Unit Dalton,#Atoms,SlogP,TPSA,Flexibility,#RB,LF Rank Score,LF dG,LF VSscore,LF LE,tPSA,Hacc,Hdon,logSw,Library,MW_FREE
chembridge-fragment-library-part1-exp-2024-06,3808,1,Clc1cn(nc1C(O)=O)C,6TBE_P,160.6,10,0.8,55.1,0.5,2,-5.047,-4.961,-5.545,-0.496,5.51E+01,3,1,-8.37E-01,ExpressPick,1.61E+02
chembridge-fragment-library-part1-exp-2024-06,26270,1,O=C(NC1CC1)c2csc3CNCCc23,6TBE_P,222.3,15,1.3,41.1,1.7,2,-5.047,-5.602,-6.167,-0.373,4.11E+01,2,2,-1.26E+00,ExpressPick,2.22E+02
chembridge-fragment-library-part1-exp-2024-06,4232,1,Fc1ccc(cc1N)C(=O)NC,6TBE_P,168.2,12,1,55.1,0.3,1,-5.045,-4.378,-5.34,-0.365,5.51E+01,1,2,-1.89E+00,ExpressPick,1.68E+02
chembridge-fragment-library-part1-exp-2024-06,27864,1,O=S(=O)(N(CC(=O)Nc1cccc(c1C)C)C)C,6TBE_P,270.3,18,1.1,66.5,3.3,4,-5.045,-5.169,-5.646,-0.287,6.65E+01,3,1,-2.08E+00,ExpressPick,2.70E+02
chembridge-fragment-library-part1-exp-2024-06,11256,1,CCN1CCC(Nc2ccccc2SC)CC1,6TBE_P,250.4,17,3.3,15.3,4.2,4,-5.044,-6.159,-6.483,-0.362,1.53E+01,1,1,-2.41E+00,ExpressPick,2.50E+02
chembridge-fragment-library-part1-exp-2024-06,13120,1,Fc1ccccc1[C@@H]2CC(=O)NC(=C2C(OCC)=O)C,6TBE_P,277.3,20,2.5,55.4,1.6,3,-5.044,-5.949,-6.57,-0.297,5.54E+01,3,1,-3.28E+00,ExpressPick,2.77E+02
chembridge-fragment-library-part1-exp-2024-06,16912,1,Brc1cc(ccc1OCC(O)=O)C,6TBE_P,245.1,13,2.3,46.5,2.8,4,-5.044,-4.78,-5.653,-0.368,4.65E+01,3,1,-2.83E+00,ExpressPick,2.45E+02
chembridge-fragment-library-part1-exp-2024-06,296,1,OC(=O)[C@@H](Sc1ccc(cc1)C)C,6TBE_P,196.3,13,2.6,37.3,3.3,4,-5.043,-5.429,-5.788,-0.418,3.73E+01,2,1,-6.35E-01,ExpressPick,1.96E+02
chembridge-fragment-library-part1-exp-2024-06,3854,1,Clc1c(nn(CC)c1)C(O)=O,6TBE_P,174.6,11,1.3,55.1,1.5,3,-5.043,-5.115,-5.714,-0.465,5.51E+01,3,1,-1.39E+00,ExpressPick,1.75E+02
chembridge-fragment-library-part1-exp-2024-06,21078,1,Clc1ccccc1C(=O)Nc2c(F)cccc2F,6TBE_P,267.7,18,4.4,29.1,0.5,2,-5.043,-5.361,-5.851,-0.298,2.91E+01,1,1,-2.85E+00,ExpressPick,2.68E+02
chembridge-fragment-library-part1-exp-2024-06,8904,1,NC1=C(C(C(=C(S1)N)C#N)c2ccco2)C#N,6TBE_P,244.3,17,0.9,112.8,0,1,-5.042,-5.906,-6.481,-0.347,1.13E+02,3,2,0.00E+00,ExpressPick,2.44E+02
chembridge-fragment-library-part1-exp-2024-06,9494,1,Fc1cc(F)ccc1NC(=O)c2cccs2,6TBE_P,239.2,16,3.8,29.1,0.5,2,-5.042,-5.034,-5.924,-0.315,2.91E+01,1,1,-2.97E+00,ExpressPick,2.39E+02
chembridge-fragment-library-part1-exp-2024-06,10302,1,OC[C@@H]1CCCN1C2CCC(CC2)C,6TBE_P,197.3,14,2.4,23.5,3.5,3,-5.042,-6.534,-6.491,-0.467,2.35E+01,2,1,-1.95E+00,ExpressPick,1.97E+02
chembridge-fragment-library-part1-exp-2024-06,10540,1,CN(C1CCN(CC1)C)Cc2ccc(s2)C,6TBE_P,238.4,16,2.6,6.5,4,3,-5.042,-5.327,-5.671,-0.333,6.48E+00,2,0,-1.80E+00,ExpressPick,2.38E+02
chembridge-fragment-library-part1-exp-2024-06,11910,1,Fc1cc(F)ccc1NS(=O)(=O)Cc2ccccc2,6TBE_P,283.3,19,3.4,46.2,2.8,4,-5.042,-4.136,-5.371,-0.218,4.62E+01,2,1,-3.60E+00,ExpressPick,2.83E+02
chembridge-fragment-library-part1-exp-2024-06,18706,1,Fc1cc(F)ccc1NC(=O)c2ccc(o2)C,6TBE_P,237.2,17,3.1,42.2,0.5,2,-5.042,-4.561,-5.807,-0.268,4.22E+01,2,1,-2.94E+00,ExpressPick,2.37E+02
chembridge-fragment-library-part1-exp-2024-06,28158,1,O=S(=O)(NC1CCN(CC1)C)c2ccccc2,6TBE_P,254.3,17,1.1,49.4,3.5,3,-5.042,-5.869,-6.067,-0.345,4.94E+01,3,1,-1.39E+00,ExpressPick,2.54E+02
chembridge-fragment-library-part1-exp-2024-06,28906,1,Brc1ccccc1CN2C(=O)C=CC(=N2)c3ccco3,6TBE_P,331.2,20,2.7,45.8,2,3,-5.042,-6.495,-7.307,-0.325,4.80E+01,3,0,-3.40E+00,ExpressPick,3.31E+02
chembridge-fragment-library-part2-cl-2024-06,5494,1,Oc1ccc(-c2nccn2C[C@H]3CCCCO3)cc1,6TBE_P,258.3,19,2.8,47.3,3.5,4,-5.042,-5.415,-6.109,-0.285,4.73E+01,3,1,-1.97E+00,1105,CORE
chembridge-fragment-library-part1-exp-2024-06,3504,1,Nc1ncnc(SCC)n1,6TBE_P,156.2,10,0.6,64.7,2,2,-5.041,-4.666,-4.965,-0.467,6.47E+01,3,1,-8.50E-01,ExpressPick,1.56E+02
chembridge-fragment-library-part1-exp-2024-06,10996,1,O[C@H]1CCCN([C@@H]2C[C@H](CCC2)C)C1,6TBE_P,197.3,14,2.4,23.5,3.1,2,-5.041,-6.533,-6.67,-0.467,2.35E+01,2,1,-1.90E+00,ExpressPick,1.97E+02
chembridge-fragment-library-part1-exp-2024-06,17052,1,Ic1ccc(NC(=S)NC)cc1,6TBE_P,292.1,12,2.5,24.1,0.8,3,-5.041,-6.228,-6.271,-0.519,2.41E+01,0,2,-2.29E+00,ExpressPick,2.92E+02
chembridge-fragment-library-part1-exp-2024-06,20764,1,Brc1cccc(NC(=S)N(C)C)c1,6TBE_P,259.2,13,2.8,15.3,0.8,3,-5.041,-5.694,-5.865,-0.438,1.53E+01,0,1,-1.71E+00,ExpressPick,2.59E+02
chembridge-fragment-library-part1-exp-2024-06,27802,1,O=S(=O)(N(c1cc(ccc1C)C(=O)N)C)C,6TBE_P,242.3,16,0.5,80.5,1.5,3,-5.041,-5.28,-8.652,-0.33,8.05E+01,3,1,-2.18E+00,ExpressPick,2.42E+02
chembridge-fragment-library-part1-exp-2024-06,12260,1,Fc1cc(F)ccc1NC(=O)Cc2ccc(F)cc2,6TBE_P,265.2,19,4.1,29.1,2.3,3,-5.04,-5.442,-6.307,-0.286,2.91E+01,1,1,-3.59E+00,ExpressPick,2.65E+02
chembridge-fragment-library-part1-exp-2024-06,20504,1,S=C(Nc1c(F)cc(F)cc1)NNC(=O)c2ccco2,6TBE_P,297.3,20,2.2,66.3,2,5,-5.04,-6.213,-6.867,-0.311,6.63E+01,2,3,-2.32E+00,ExpressPick,2.97E+02
chembridge-fragment-library-part1-exp-2024-06,26242,1,O=C1C=C(Nc2nc(SC)nn12)C(C)C,6TBE_P,224.3,15,1.5,59.8,2,2,-5.04,-5.059,-5.548,-0.337,6.31E+01,3,1,-1.24E+00,ExpressPick,2.24E+02
chembridge-fragment-library-part1-exp-2024-06,27408,1,Brc1cc(F)c2c(sc(n2)N)c1,6TBE_P,247.1,12,3.1,38.9,0,0,-5.04,-6.395,-6.653,-0.533,3.89E+01,1,1,-3.43E+00,ExpressPick,2.47E+02
chembridge-fragment-library-part2-cl-2024-06,7617,1,O[C@H]1COC2(CCNCC2)C[C@@]1(N)C,6TBE_P,200.3,14,0,67.5,3.9,2,-5.04,-5.042,-5.873,-0.36,6.75E+01,4,3,6.98E-01,1100,CORE
chembridge-fragment-library-part1-exp-2024-06,8642,1,Fc1ccc(NS(=O)(=O)c2ccccc2)cc1,6TBE_P,251.3,17,2.9,46.2,1.8,3,-5.039,-5.323,-5.926,-0.313,4.62E+01,2,1,-3.52E+00,ExpressPick,2.51E+02
chembridge-fragment-library-part1-exp-2024-06,13832,1,O=C(N1CCCCC1)CSc2nc(cc(n2)C)C,6TBE_P,265.4,18,2.2,46.1,4.2,4,-5.038,-6.244,-6.476,-0.347,4.61E+01,3,0,-2.45E+00,ExpressPick,2.65E+02
chembridge-fragment-library-part1-exp-2024-06,21462,1,S=C(NC[C@H]1CC(=NO1)c2ccc(OC)cc2)N,6TBE_P,265.3,18,1,68.9,2.8,5,-5.038,-6.138,-6.531,-0.341,6.89E+01,3,2,-2.45E+00,ExpressPick,2.65E+02
chembridge-fragment-library-part2-cl-2024-06,8198,1,O=C(NCCc1cccs1)c2cc(cn2C)C#N,6TBE_P,259.3,18,1.9,57.8,3.3,4,-5.038,-4.725,-5.878,-0.262,5.78E+01,2,1,-3.01E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,1510,1,NCc1csc(n1)N(C)C,6TBE_P,157.2,10,0.7,42.2,2.3,3,-5.037,-5.322,-5.631,-0.532,4.22E+01,2,1,4.93E-01,ExpressPick,1.57E+02
chembridge-fragment-library-part1-exp-2024-06,2042,1,Fc1ccc(CCCN)cc1,6TBE_P,153.2,11,2,26,4,4,-5.037,-4.779,-5.948,-0.434,2.60E+01,1,1,-2.25E+00,ExpressPick,1.53E+02
chembridge-fragment-library-part1-exp-2024-06,8506,1,CN(C1CCN(CC1)C)Cc2ccsc2,6TBE_P,224.4,15,2.3,6.5,4,3,-5.037,-5.936,-6.027,-0.396,6.48E+00,2,0,-1.28E+00,ExpressPick,2.24E+02
chembridge-fragment-library-part1-exp-2024-06,28396,1,O=S(=O)(N(c1cc(C(=O)N2CCCC2)ccc1C)C)C,6TBE_P,296.4,20,1.6,57.7,2.3,4,-5.037,-5.897,-6.512,-0.295,5.77E+01,3,0,-1.86E+00,ExpressPick,2.96E+02
chembridge-fragment-library-part1-exp-2024-06,28484,1,O=S(=O)(N(CC(=O)Nc1c(cccc1C)C)C)C,6TBE_P,270.3,18,1.1,66.5,3.3,4,-5.037,-5.11,-5.508,-0.284,6.65E+01,3,1,-1.57E+00,ExpressPick,2.70E+02
chembridge-fragment-library-part1-exp-2024-06,21876,1,O=C(NC1=CN=C2C=CC=CN2C1=O)c3ccccc3,6TBE_P,265.3,20,1.2,61.8,0.5,2,-5.036,-5.294,-6.847,-0.265,6.35E+01,3,1,-2.05E+00,ExpressPick,2.65E+02
chembridge-fragment-library-part1-exp-2024-06,28758,1,O=C1c2ccccc2C=NN1CC(=O)Nc3ccccc3C,6TBE_P,293.3,22,2.4,61.8,2.3,3,-5.036,-6.195,-7.438,-0.282,6.40E+01,3,1,-1.68E+00,ExpressPick,2.93E+02
chembridge-fragment-library-part1-exp-2024-06,8862,1,Nc1c(cc(c(SCC=C)n1)C#N)C#N,6TBE_P,216.3,15,1.5,86.5,3,3,-5.035,-5.408,-5.859,-0.361,8.65E+01,3,1,-2.10E+00,ExpressPick,2.16E+02
chembridge-fragment-library-part2-cl-2024-06,1708,1,O[C@H](c1nn(c(n1)-c2cc(n(n2)CC)C)CC)C,6TBE_P,249.3,18,1.9,68.8,4.1,5,-5.035,-4.806,-5.664,-0.267,6.88E+01,4,1,-1.58E+00,1102,CORE
chembridge-fragment-library-part2-cl-2024-06,1850,1,O=C(N1CCSCC1)/C=C/c2ccccc2,6TBE_P,233.3,16,2.2,20.3,1.7,3,-5.035,-5.004,-5.617,-0.313,2.03E+01,1,0,-2.67E+00,1101,CORE
chembridge-fragment-library-part2-cl-2024-06,3898,1,Fc1ccc([C@H]2CCN2C(=O)CNS(=O)(=O)C)cc1,6TBE_P,286.3,19,0.9,66.5,2.8,5,-5.035,-6.16,-7.119,-0.324,6.65E+01,3,1,-2.89E+00,1101,CORE
chembridge-fragment-library-part2-cl-2024-06,5244,1,Fc1ccc(-c2nc(c([nH]2)C)C(=O)N(CC)C)cc1,6TBE_P,261.3,19,2.9,49,1.5,4,-5.034,-5.16,-6.373,-0.272,4.90E+01,2,1,-3.03E+00,1101,CORE
chembridge-fragment-library-part2-cl-2024-06,5478,1,O=C(NCc1ccc2c(CCO2)c1)C3=CC(=O)C=C(O3)C,6TBE_P,285.3,21,1.5,64.6,2.5,3,-5.034,-6.208,-7.738,-0.296,6.85E+01,4,1,-2.09E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,12258,1,Fc1cccc(F)c1C(=O)Nc2ccccc2OC,6TBE_P,263.2,19,3.8,38.3,1,3,-5.033,-4.667,-5.814,-0.246,3.83E+01,2,1,-2.61E+00,ExpressPick,2.63E+02
chembridge-fragment-library-part1-exp-2024-06,17348,1,Fc1ccc(CN2C(SCC2=O)=O)cc1,6TBE_P,225.2,15,2.3,37.4,2.1,2,-5.033,-4.911,-5.828,-0.327,3.74E+01,2,0,-2.40E+00,ExpressPick,2.25E+02
chembridge-fragment-library-part2-cl-2024-06,7087,1,FC1(F)C[C@H]1CNC(=O)c2cccc3cc(oc32)C,6TBE_P,265.3,19,2.6,42.2,2.3,3,-5.033,-5.32,-5.962,-0.28,4.22E+01,2,1,-2.59E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,9442,1,Fc1cc(F)ccc1NC(=O)c2ccco2,6TBE_P,223.2,16,2.8,42.2,0.5,2,-5.032,-4.102,-5.25,-0.256,4.22E+01,2,1,-2.40E+00,ExpressPick,2.23E+02
chembridge-fragment-library-part1-exp-2024-06,17534,1,S=C(NC1CCCC1)Nc2cccc(c2C)C,6TBE_P,248.4,17,3.5,24.1,2.3,4,-5.032,-6.07,-6.51,-0.357,2.41E+01,0,2,-2.34E+00,ExpressPick,2.48E+02
chembridge-fragment-library-part1-exp-2024-06,28830,1,Brc1ccccc1NC(=O)C=2C(=O)c3cccc4CCN(c34)C2,6TBE_P,369.2,23,3.5,49.4,0.5,2,-5.032,-6.62,-8.156,-0.288,5.11E+01,2,1,-3.84E+00,ExpressPick,3.69E+02
chembridge-fragment-library-part1-exp-2024-06,5778,1,N[C@H](c1cccs1)C,6TBE_P,127.2,8,1.8,26,2,2,-5.031,-5.336,-5.618,-0.667,2.60E+01,1,1,-1.80E-02,ExpressPick,1.27E+02
chembridge-fragment-library-part2-cl-2024-06,552,1,OC[C@@H]1CCC[C@@H]1n2ccnc2-c3c[nH]cn3,6TBE_P,232.3,17,2,66.7,2.7,4,-5.031,-5.502,-5.872,-0.324,6.67E+01,3,2,-2.50E+00,1105,CORE
chembridge-fragment-library-part2-cl-2024-06,886,1,O=C(N)c1c(nc(s1)N2CCOCC2)C,6TBE_P,227.3,15,0.4,68.4,1.5,2,-5.031,-5.593,-6.231,-0.373,6.85E+01,3,1,-1.09E+00,1101,CORE
chembridge-fragment-library-part2-cl-2024-06,4222,1,s1cnc(-c2nccn2CCc3ncc[nH]3)c1,6TBE_P,245.3,17,2,59.4,3.1,4,-5.031,-4.454,-5.17,-0.262,5.94E+01,3,1,-1.31E+00,1105,CORE
chembridge-fragment-library-part2-cl-2024-06,6541,1,O=C(NCC)c1c(nc(s1)N2CCOCC2)C,6TBE_P,255.3,17,1,54.5,2.5,3,-5.031,-5.437,-5.932,-0.32,5.45E+01,3,1,-1.85E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,17182,1,O[C@@H](CNc1cc(N)c(cc1[N+]([O-])=O)C)C,6TBE_P,225.2,16,1.6,104.1,3.5,5,-5.03,-4.599,-5.61,-0.287,1.01E+02,3,3,-1.80E+00,ExpressPick,2.25E+02
chembridge-fragment-library-part1-exp-2024-06,17502,1,Brc1c(OC)ccc(C(=S)N2CCCC2)c1,6TBE_P,300.2,16,3.3,12.5,1.5,3,-5.03,-6.749,-6.849,-0.422,1.25E+01,1,0,-2.90E+00,ExpressPick,3.00E+02
chembridge-fragment-library-part2-cl-2024-06,5300,1,FC1(F)[C@@H](Cn2ccnc2-c3cc(no3)C)C1,6TBE_P,239.2,17,1.9,43.8,2.1,3,-5.03,-4.002,-5.205,-0.235,4.38E+01,3,0,-5.61E-01,1105,CORE
chembridge-fragment-library-part2-cl-2024-06,3592,1,O=C(N[C@H]1CNCC[C@H]1OC)c2ccc(O)cn2,6TBE_P,251.3,18,-0.1,83.5,3.7,4,-5.029,-5.614,-6.339,-0.312,8.35E+01,5,3,-2.33E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,2858,1,NCc1c(nc(s1)C(C)C)C,6TBE_P,170.3,11,2,38.9,3,3,-5.028,-5.317,-5.965,-0.483,3.89E+01,2,1,-3.78E+00,ExpressPick,1.70E+02
chembridge-fragment-library-part1-exp-2024-06,14394,1,Fc1cc(C(=O)CCC)ccc1N2CCN(CC2)C,6TBE_P,264.3,19,2.8,23.5,3.5,4,-5.028,-4.483,-5.862,-0.236,2.36E+01,2,0,-1.77E+00,ExpressPick,2.64E+02
chembridge-fragment-library-part1-exp-2024-06,28236,1,O=S(=O)(N(c1cc(C(=O)NC2CC2)ccc1C)C)C,6TBE_P,282.4,19,1.3,66.5,2.5,4,-5.028,-5.001,-5.905,-0.263,6.65E+01,3,1,-1.64E+00,ExpressPick,2.82E+02
chembridge-fragment-library-part1-exp-2024-06,11122,1,OC[C@@H]1CCCN(C2CCN(CC2)CC)C1,6TBE_P,226.4,16,1.6,26.7,5.1,4,-5.027,-6.118,-6.051,-0.382,2.67E+01,3,1,-2.28E-01,ExpressPick,2.26E+02
chembridge-fragment-library-part1-exp-2024-06,13906,1,Fc1ccc(C(=O)N2CCNCC2)cc1,6TBE_P,208.2,15,1.1,32.3,1.5,2,-5.027,-4.815,-5.444,-0.321,3.23E+01,2,1,-1.55E+00,ExpressPick,2.08E+02
chembridge-fragment-library-part1-exp-2024-06,14220,1,S=C(NCCOC)Nc1ccc(OC)cc1,6TBE_P,240.3,16,1.6,42.5,4.3,7,-5.027,-5.478,-5.965,-0.342,4.25E+01,2,2,-8.34E-01,ExpressPick,2.40E+02
chembridge-fragment-library-part1-exp-2024-06,14820,1,FC(F)(F)C(=O)Nc1ccc2c(OCCO2)c1,6TBE_P,247.2,17,2,47.6,0.7,2,-5.027,-4.413,-5.955,-0.26,4.76E+01,3,1,-2.94E+00,ExpressPick,2.47E+02
chembridge-fragment-library-part1-exp-2024-06,23098,1,Brc1ccc(NC(=O)CSC)cc1,6TBE_P,260.1,13,2.8,29.1,2.3,3,-5.027,-5.696,-5.968,-0.438,2.91E+01,1,1,-3.35E+00,ExpressPick,2.60E+02
chembridge-fragment-library-part2-cl-2024-06,7025,1,O=C(NCc1cn2ccccc2n1)c3ccn4c(c3)ccn4,6TBE_P,291.3,22,1.9,63.7,2.3,3,-5.027,-6.264,-7.516,-0.285,6.37E+01,3,1,-2.64E+00,1101,CORE
chembridge-fragment-library-part2-cl-2024-06,5748,1,O=C(N1CC(O)C1)c2cccc3cc(oc32)C,6TBE_P,231.3,17,1.4,53.7,1.5,3,-5.026,-5.067,-5.822,-0.298,5.37E+01,3,1,-9.99E-01,1101,CORE
chembridge-fragment-library-part2-cl-2024-06,7975,1,S1CC[C@H](n2ccnc2-c3ccco3)C1,6TBE_P,220.3,15,2.2,31,0.7,2,-5.026,-4.116,-4.806,-0.274,3.10E+01,2,0,-1.64E+00,1105,CORE
chembridge-fragment-library-part1-exp-2024-06,3006,1,NCCc1csc(n1)C(C)C,6TBE_P,170.3,11,1.8,38.9,4,4,-5.025,-6.017,-6.299,-0.547,3.89E+01,2,1,-2.31E-01,ExpressPick,1.70E+02
chembridge-fragment-library-part1-exp-2024-06,17620,1,FC(F)C1=CC(=O)c2ccc(OC)cc2O1,6TBE_P,226.2,16,2.3,35.5,1.5,2,-5.025,-3.754,-5.273,-0.235,3.94E+01,3,0,-2.29E+00,ExpressPick,2.26E+02
chembridge-fragment-library-part2-cl-2024-06,410,1,Fc1cccc(F)c1-c2nn[nH]n2,6TBE_P,182.1,13,1.7,54.5,0,1,-5.025,-4.142,-5.266,-0.319,5.45E+01,3,1,-1.34E+00,1100,CORE
chembridge-fragment-library-part1-exp-2024-06,17616,1,S=C(N1CCOCC1)Nc2ccc(OC)cc2OC,6TBE_P,282.4,19,1.7,43,2.7,5,-5.024,-6.486,-6.916,-0.341,4.30E+01,3,1,-1.63E+00,ExpressPick,2.82E+02
chembridge-fragment-library-part1-exp-2024-06,20908,1,Fc1cccc(F)c1NS(=O)(=O)c2ccccc2,6TBE_P,269.3,18,3.3,46.2,1.8,3,-5.024,-4.34,-5.638,-0.241,4.62E+01,2,1,-3.07E+00,ExpressPick,2.69E+02
chembridge-fragment-library-part1-exp-2024-06,5650,1,N[C@H](C)c1nc(C)cs1,6TBE_P,142.2,9,1.5,38.9,2,2,-5.023,-4.948,-5.256,-0.55,3.89E+01,2,1,5.59E-01,ExpressPick,1.42E+02
chembridge-fragment-library-part1-exp-2024-06,7068,1,O=C1c2c(nc(s2)N)CC(C1)(C)C,6TBE_P,196.3,13,1.9,56,0.3,0,-5.023,-5.852,-5.945,-0.45,5.60E+01,2,1,-2.01E+00,ExpressPick,1.96E+02
chembridge-fragment-library-part2-cl-2024-06,2390,1,OC1([C@@H](n2ccnc2C3CCCC3)C)CC1,6TBE_P,220.3,16,3,38,3.6,4,-5.023,-6.386,-6.568,-0.399,3.81E+01,2,1,-1.74E+00,1105,CORE
chembridge-fragment-library-part2-cl-2024-06,3602,1,OCC[C@@H](n1ccnc1-c2ncc[nH]2)C,6TBE_P,206.2,15,1.6,66.7,4.1,5,-5.023,-4.347,-5.095,-0.29,6.67E+01,3,2,-1.14E+00,1105,CORE
chembridge-fragment-library-part2-cl-2024-06,4552,1,O=C(NCc1cscn1)c2cn(C)cn2,6TBE_P,222.3,15,0.8,59.8,2.3,3,-5.023,-5.316,-5.425,-0.354,5.98E+01,3,1,-1.86E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,1374,1,OC(=O)Cn1c(c(N)c(n1)C)C,6TBE_P,169.2,12,0.2,81.1,2.3,3,-5.022,-5.279,-5.614,-0.44,8.11E+01,3,2,-5.47E-01,ExpressPick,1.69E+02
chembridge-fragment-library-part1-exp-2024-06,8772,1,O=C(OCC)C1CCN(CC1)Cc2c(C)ccs2,6TBE_P,267.4,18,2.8,29.5,5,4,-5.022,-5.817,-6.356,-0.323,2.95E+01,3,0,-2.41E+00,ExpressPick,2.67E+02
chembridge-fragment-library-part1-exp-2024-06,15794,1,Fc1ccc(C=2C(N(O)C([N+]2[O-])(C)C)(C)C)cc1,6TBE_P,252.3,18,2.6,49.5,1,2,-5.022,-5.169,-6.443,-0.287,4.95E+01,2,0,-3.00E+00,ExpressPick,2.52E+02
chembridge-fragment-library-part1-exp-2024-06,27676,1,O=S(=O)(NCc1ccc(-n2ccnc2C)cc1)C,6TBE_P,265.3,18,1.2,64,2.8,4,-5.022,-4.652,-5.418,-0.258,6.40E+01,3,1,-1.83E+00,ExpressPick,2.65E+02
chembridge-fragment-library-part2-cl-2024-06,7907,1,O[C@@H]1CCC[C@@]12CCCN2C(=O)CCCc3cn[nH]c3,6TBE_P,277.4,20,2,69.2,6.3,6,-5.022,-5.729,-6.634,-0.286,6.92E+01,3,2,-1.93E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,15560,1,S=C(Nc1ccccc1F)NC(=O)c2cc(F)ccc2,6TBE_P,292.3,20,3.6,41.1,1,4,-5.021,-5.956,-6.531,-0.298,4.11E+01,1,2,-3.68E+00,ExpressPick,2.92E+02
chembridge-fragment-library-part2-cl-2024-06,3432,1,Fc1ccc(C2C[C@@H]3CC[C@@H](N3)C2)cc1C,6TBE_P,219.3,16,3.4,12,1.3,1,-5.021,-5.916,-6.494,-0.37,1.20E+01,1,1,-2.63E+00,1100,CORE
chembridge-fragment-library-part1-exp-2024-06,6688,1,O=C1CSC2=NCCCN12,6TBE_P,156.2,10,0.3,32.7,0.6,0,-5.02,-5.032,-5.042,-0.503,3.27E+01,2,0,-2.09E+00,ExpressPick,1.56E+02
chembridge-fragment-library-part1-exp-2024-06,8824,1,Fc1ccccc1CN2CCSCC2,6TBE_P,211.3,14,2.6,3.2,3,2,-5.02,-4.886,-5.577,-0.349,3.24E+00,1,0,-2.09E+00,ExpressPick,2.11E+02
chembridge-fragment-library-part2-cl-2024-06,2078,1,Clc1ccsc1-c2nccn2[C@@H](C3(O)CC3)C,6TBE_P,268.8,17,3.8,38,3.1,4,-5.02,-6.53,-6.85,-0.384,3.81E+01,2,1,-2.07E+00,1105,CORE
chembridge-fragment-library-part2-cl-2024-06,4860,1,F[C@@H]1CN(C[C@H]1O)C(=O)CCN2C(=O)C=CC=C2,6TBE_P,254.3,18,-0.1,60.8,4.8,5,-5.02,-6.367,-6.381,-0.354,6.25E+01,3,1,-1.12E+00,1101,CORE
chembridge-fragment-library-part1-exp-2024-06,13498,1,Brc1ccc2c(C(=O)C(=O)N2CC)c1,6TBE_P,254.1,14,2.1,37.4,1,1,-5.019,-5.927,-8.545,-0.423,3.74E+01,2,0,-2.87E+00,ExpressPick,2.54E+02
chembridge-fragment-library-part1-exp-2024-06,7612,1,O=C1[C@@H](C2(CCCC2)C(=C(SC)N1)C#N)C#N,6TBE_P,247.3,17,1.9,76.7,1.7,1,-5.018,-6.454,-6.832,-0.38,7.67E+01,3,1,-1.77E+00,ExpressPick,2.47E+02
chembridge-fragment-library-part1-exp-2024-06,19822,1,Fc1ccc(NC(=O)C/C(N)=N/O)cc1,6TBE_P,211.2,15,1.2,87.7,3,4,-5.018,-5.236,-6.003,-0.349,8.77E+01,3,2,-1.80E+00,ExpressPick,2.11E+02
chembridge-fragment-library-part1-exp-2024-06,28562,1,Brc1cnc2nc(cn2c1)C(=O)NCc3ccccc3,6TBE_P,331.2,20,2.5,59.3,2.3,3,-5.018,-6.186,-9.463,-0.309,5.93E+01,3,1,-4.04E+00,ExpressPick,3.31E+02
chembridge-fragment-library-part1-exp-2024-06,5794,1,NCCc1nccs1,6TBE_P,128.2,8,0.6,38.9,3,3,-5.017,-5.311,-5.561,-0.664,3.89E+01,2,1,-1.72E+00,ExpressPick,1.28E+02
chembridge-fragment-library-part1-exp-2024-06,8492,1,Fc1c(F)ccc(CN2CCN(CCC2)C)c1,6TBE_P,240.3,17,2.6,6.5,4.1,2,-5.017,-5.642,-6.363,-0.332,6.48E+00,2,0,-2.17E+00,ExpressPick,2.40E+02
chembridge-fragment-library-part1-exp-2024-06,10914,1,Clc1c(F)ccc(NC2CCN(CC2)C)c1,6TBE_P,242.7,16,3.3,15.3,2.2,2,-5.017,-6.024,-6.56,-0.377,1.53E+01,1,1,-2.49E+00,ExpressPick,2.43E+02
chembridge-fragment-library-part1-exp-2024-06,14700,1,Brc1ccc(NC(=O)[C@@H]2[C@H]([C@@H]3C=C[C@H]2C3)C(O)=O)c(F)c1,6TBE_P,354.2,21,3.2,66.4,2.8,4,-5.017,-6.728,-7.128,-0.32,6.64E+01,3,2,-3.79E+00,ExpressPick,3.54E+02
chembridge-fragment-library-part1-exp-2024-06,14622,1,S=C(Nc1ccccc1C(F)(F)F)Nc2ccccc2,6TBE_P,296.3,20,4.5,24.1,1,5,-5.016,-4.371,-5.712,-0.219,2.41E+01,0,2,-3.67E+00,ExpressPick,2.96E+02
chembridge-fragment-library-part1-exp-2024-06,18154,1,S=C(NCCN(C)C)Nc1ccccc1C,6TBE_P,237.4,16,1.8,27.3,3.8,6,-5.016,-5.975,-6.364,-0.373,2.73E+01,1,2,-9.66E-01,ExpressPick,2.37E+02
